beach_id,beach_name,state,county,reasons,indicators,sources,no_of_beach_actions,no_of_days_under_action,closure,rain_advisory,contamination_advisory
NY992944,SELKIRK SHORES STATE PARK BEACH,NY,OSWEGO,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,10,1,0,1
OH011172,Cedar Point Chausee,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,13,23,0,0,13
OH014323,Cranberry Creek,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,8,27,0,0,8
OH084281,Lagoons Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,17,46,0,0,17
OH102681,Lake Front Park,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,26,71,0,0,26
OH133557,Kelleys Island State Park,OH,OTTAWA,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,17,0,0,5
OH135472,Clarkwood Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,12,54,0,0,12
OH136995,Wagar Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,15,0,0,2
OH158931,Crystal Rock,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,7,22,0,0,7
OH159626,Noble Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,8,25,0,0,8
OH179611,Shoreby Club Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,16,0,0,5
OH182884,Maumee Bay State Park (ERIE)),OH,LUCAS,MODEL,ECOLI,UNKNOWN,27,90,0,0,27
OH183537,Huntington Beach,OH,CUYAHOGA,MODEL,ECOLI,UNKNOWN,32,50,0,0,32
OH216093,Lakeside Beach,OH,OTTAWA,"RAINFALL, ELEVATED BACTERIA",ECOLI,UNKNOWN,3,9,0,0,3
OH242977,Heidelberg Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,16,31,0,0,16
OH244759,Euclid State Park,OH,CUYAHOGA,MODEL,ECOLI,UNKNOWN,24,43,0,0,24
OH270037,Edgewater State Park,OH,CUYAHOGA,MODEL,ECOLI,UNKNOWN,32,48,0,0,32
OH273826,Lakeview Beach,OH,LORAIN,ELEVATED BACTERIA,ECOLI,UNKNOWN,26,93,0,0,26
OH287343,Showse Park,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,8,23,0,0,8
OH318877,Maumee Bay State Park (INLAND),OH,LUCAS,ELEVATED BACTERIA,ECOLI,UNKNOWN,22,97,0,0,22
OH351307,Camp Perry,OH,OTTAWA,ELEVATED BACTERIA,ECOLI,UNKNOWN,7,30,0,0,7
OH396459,Catawba Island State Park,OH,OTTAWA,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
OH400405,Conneaut Township Park,OH,ASHTABULA,ELEVATED BACTERIA,ECOLI,UNKNOWN,4,8,0,0,4
OH422598,Whites Landing,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,13,38,0,0,13
OH435857,Sims Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,11,43,0,0,11
OH453378,Sawmill Creek,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,7,20,0,0,7
OH463595,Port Clinton (Deep\Lakeview)),OH,OTTAWA,ELEVATED BACTERIA,ECOLI,UNKNOWN,7,22,0,0,7
OH484007,Clifton Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,9,43,0,0,9
OH491555,Fairport Harbor,OH,LAKE,MODEL,ECOLI,UNKNOWN,30,55,0,0,30
OH497945,Hoffman Ditch,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,14,0,0,5
OH507120,Moss Point Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,19,0,0,5
OH510880,Bay View East,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,18,36,0,0,18
OH513071,Sugar Creek,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,9,23,0,0,9
OH531706,Nickel Plate Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,12,26,0,0,12
OH568760,Bay View West,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,23,122,0,0,23
OH597908,Century Beach,OH,LORAIN,ELEVATED BACTERIA,ECOLI,UNKNOWN,16,44,0,0,16
OH610732,Walnut Beach,OH,ASHTABULA,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,6,0,0,3
OH625113,Battery Park,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
OH647956,Oberlin Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,6,9,0,0,6
OH661129,Pipe Creek Wildlife Area,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,13,0,0,5
OH682568,Geneva State Park,OH,ASHTABULA,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,4,0,0,2
OH685679,East Harbor State Park,OH,OTTAWA,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,3,0,0,1
OH736320,Villa Angela State Park,OH,CUYAHOGA,MODEL,ECOLI,UNKNOWN,48,94,0,0,48
OH775880,Utopia Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,9,23,0,0,9
OH777353,Headlands State Park (E),OH,LAKE,MODEL,ECOLI,UNKNOWN,28,54,0,0,28
OH787470,Old Woman Creek Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,9,20,0,0,9
OH810688,Arcadia Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,11,45,0,0,11
OH840983,Sherod Park Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,23,58,0,0,23
OH862936,Columbia Park Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,6,22,0,0,6
OH881916,Darby Creek,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,16,51,0,0,16
OH882395,Lakeshore Park,OH,ASHTABULA,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,19,0,0,5
OH907394,South Bass Island State Park,OH,OTTAWA,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
OH921073,Lion's Park,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,6,26,0,0,6
OH934275,Royal Acres Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,11,52,0,0,11
OH934406,Beulah Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,22,51,0,0,22
OH944567,Main Street Beach,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,19,31,0,0,19
OH957157,Pickerel Creek,OH,ERIE,ELEVATED BACTERIA,ECOLI,UNKNOWN,7,23,0,0,7
OH964162,Edgecliff Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,11,41,0,0,11
OH983073,Bay Park Beach,OH,CUYAHOGA,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,8,0,0,3
OR110179,SUNSET BAY STATE PARK,OR,CLATSOP,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,5,12,0,0,5
OR138996,SEAL ROCK STATE RECREATION SITE,OR,LINCOLN,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,0,0,1
OR178544,AGATE BEACH STATE WAYSIDE,OR,LINCOLN,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,0,0,1
OR270205,HARRIS BEACH STATE PARK,OR,CURRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,21,0,0,1
OR277842,CANNON BEACH,OR,CLATSOP,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
OR378443,NESKOWIN BEACH STATE WAYSIDE,OR,TILLAMOOK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
OR578688,NYE BEACH,OR,LINCOLN,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,17,0,0,3
OR603376,TWIN ROCKS,OR,TILLAMOOK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,7,0,0,1
OR624395,D RIVER STATE WAYSIDE,OR,LINCOLN,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,7,0,0,1
PA102094,BEACH 11,PA,ERIE,"MODEL, ELEVATED BACTERIA",ECOLI,STORM,15,49,0,0,15
PA168215,BEACH 6,PA,ERIE,"MODEL, ELEVATED BACTERIA",ECOLI,STORM,16,20,0,0,16
PA230422,BEACH 7 (WATER WORKS BEACH),PA,ERIE,ELEVATED BACTERIA,ECOLI,STORM,4,5,1,0,3
PA330452,BEACH 10 (BUDNY BEACH),PA,ERIE,"ELEVATED BACTERIA, OTHER, MODEL","ECOLI, PREEMPTORY ACTION","STORM, ALGAE",4,10,0,0,4
PA469760,BEACH 9 (PINE TREE BEACH),PA,ERIE,"MODEL, ELEVATED BACTERIA, OTHER","ECOLI, PREEMPTORY ACTION","STORM, ALGAE",16,26,0,0,16
PA500495,1 EAST,PA,ERIE,"ELEVATED BACTERIA, MODEL",ECOLI,STORM,8,12,1,0,7
PA791722,BARRACKS BEACH,PA,ERIE,ELEVATED BACTERIA,ECOLI,STORM,8,11,1,0,7
PA995339,BEACH 8 (PETTINATO BEACH),PA,ERIE,ELEVATED BACTERIA,ECOLI,STORM,2,3,0,0,2
PR028587,"BALNEARIO LA MONSERRATE, LUQUILLO",PR,LUQUILLO,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,8,0,0,1
PR109790,"BALNEARIO SARDINERA, DORADO",PR,DORADO,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",10,92,0,0,10
PR169439,"BALNEARIO PUNTA SALINAS, TOA BAJA",PR,TOA BAJA,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",9,66,0,0,9
PR184258,"BALNEARIO CERRO GORDO, DORADO",PR,DORADO,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,8,0,0,1
PR190329,"PLAYA CABULLON, PONCE",PR,PONCE,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, RUNOFF",3,12,0,0,3
PR192320,"PLAYA VACIA TALEGA, LOIZA",PR,LOIZA,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, STORM, RUNOFF",7,62,0,0,7
PR196004,"BALNEARIO SEVEN SEAS, FAJARDO",PR,FAJARDO,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",5,25,0,0,5
PR217576,BALNEARIO DE CAROLINA,PR,CAROLINA,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,8,0,0,1
PR245481,"BALNEARIO PUERTO NUEVO, VEGA BAJA",PR,VEGA BAJA,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",6,63,0,0,6
PR258029,"TROPICAL BEACH, NAGUABO",PR,NAGUABO,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",17,216,0,0,17
PR258651,MAR CHIQUITA,PR,MANATI,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",3,17,0,0,3
PR259693,"BALNEARIO CRASH BOAT, AGUADILLA",PR,AGUADILLA,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",7,80,0,0,7
PR273514,"BALNEARIO PICO DE PIEDRA, AGUADA",PR,AGUADA,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",8,61,0,0,8
PR279515,"BALNEARIO CANA GORDA, GUANICA",PR,GUANICA,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",2,22,0,0,2
PR299579,"PLAYA VILLA LAMELA, CABO ROJO",PR,CABO ROJO,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",5,32,0,0,5
PR430260,PLAYITA DEL CONDADO,PR,SAN JUAN,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,11,0,0,1
PR442173,"BALNEARIO DE BOQUERON, CABO ROJO",PR,CABO ROJO,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",2,12,0,0,2
PR445257,BALNEARIO DE ANASCO,PR,ANASCO,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",7,69,0,0,7
PR488679,"PLAYA SANTA, GUANICA",PR,GUANICA,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",3,14,0,0,3
PR506228,"PLAYA GUAYANES, YABUCOA",PR,YABUCOA,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",16,209,0,0,16
PR545607,"BALNEARIO PUNTA GUILARTE, ARROYO",PR,ARROYO,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",11,73,0,0,11
PR599781,"PLAYA MOJACASABE, CABO ROJO",PR,CABO ROJO,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",4,57,0,0,4
PR601335,"PLAYA BUYE, CABO ROJO",PR,CABO ROJO,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",5,35,0,0,5
PR663816,"PLAYA OCEAN PARK, SAN JUAN",PR,SAN JUAN,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,3,37,0,0,3
PR713070,BALNEARIO DE RINCON,PR,RINCON,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",4,31,0,0,4
PR725956,BALNEARIO PATILLAS,PR,PATILLAS,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",10,75,0,0,10
PR752704,"PLAYA EL ALAMBIQUE, CAROLINA",PR,CAROLINA,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",5,29,0,0,5
PR768124,"PLAYA EL COMBATE, CABO ROJO",PR,CABO ROJO,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",5,26,0,0,5
PR796972,"PLAYA SIXTO ESCOBAR, SAN JUAN",PR,SAN JUAN,ELEVATED BACTERIA,ENTEROCOCCI,"SEWER LINE, RUNOFF",2,13,0,0,2
PR812748,BALNEARIO DE HUMACAO,PR,HUMACAO,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, RUNOFF",12,100,0,0,12
PR874115,"BALNEARIO DE SALINAS, SALINAS",PR,SALINAS,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, RUNOFF",3,11,0,0,3
PR887736,"BALNEARIO EL ESCAMBRON, SAN JUAN",PR,SAN JUAN,ELEVATED BACTERIA,ENTEROCOCCI,"SEPTIC, RUNOFF",3,19,0,0,3
PR981620,MUELLE DE ARECIBO,PR,ARECIBO,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, RUNOFF",17,233,0,0,17
RI050828,Goosewing Beach,RI,NEWPORT,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,1,0,0
RI162580,Conimicut Point Beach,RI,KENT,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",6,26,6,0,0
RI184319,Bonnet Shores Beach Club,RI,WASHINGTON,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,1,0,0
RI205142,Plum Beach,RI,WASHINGTON,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,1,1,0,0
RI245197,Barrington Town Beach,RI,BRISTOL,ELEVATED BACTERIA,ENTEROCOCCI,"UNKNOWN, STORM",2,5,2,0,0
RI276487,Peabody's Beach,RI,NEWPORT,ELEVATED BACTERIA,ENTEROCOCCI,"UNKNOWN, STORM",3,6,3,0,0
RI327519,Oakland Beach,RI,KENT,ELEVATED BACTERIA,ENTEROCOCCI,"UNKNOWN, STORM",7,37,7,0,0
RI397836,Warren Town Beach,RI,BRISTOL,ELEVATED BACTERIA,ENTEROCOCCI,"UNKNOWN, STORM",4,7,4,0,0
RI469483,Hazards Beach,RI,NEWPORT,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,2,1,0,0
RI596700,City Park Beach,RI,KENT,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,2,1,0,0
RI627966,Bristol Town Beach,RI,BRISTOL,"ELEVATED BACTERIA, SEWAGE","ENTEROCOCCI, PREEMPTORY ACTION","STORM, SEWER LINE",2,2,2,0,0
RI695386,Sandy Point Beach,RI,NEWPORT,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, OTHER",3,11,3,0,0
RI706698,King Park Beach,RI,NEWPORT,ELEVATED BACTERIA,ENTEROCOCCI,STORM,3,4,3,0,0
RI810609,Goddard Park State Beach,RI,KENT,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",4,11,4,0,0
RI840021,Third Beach,RI,NEWPORT,ELEVATED BACTERIA,ENTEROCOCCI,"UNKNOWN, STORM",3,8,3,0,0
RI901282,Saunderstown Yacht Club,RI,WASHINGTON,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,4,1,0,0
RI954025,Spouting Rock Beach,RI,NEWPORT,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,1,0,0
RI992593,Camp Grosvenor,RI,WASHINGTON,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",3,5,3,0,0
SC230896,HORRY COUNTY BEACH ARCADIA BEACH,SC,HORRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
SC406202,BRIARCLIFFE ACRES TOWN OF,SC,HORRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
SC445964,HORRY COUNTY BEACHES SOUTH CAROLINA STATE PARK,SC,HORRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,3,0,0,2
SC447706,SURFSIDE BEACH TOWN OF,SC,HORRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,8,17,0,0,8
SC613089,HORRY COUNTY BEACH SPRINGMAID BEACH,SC,HORRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
SC618136,MYRTLE BEACH CITY OF,SC,HORRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,5,14,0,0,5
SC934185,NORTH MYRTLE BEACH CITY OF,SC,HORRY,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,14,26,0,0,14
SC966106,HUNTING ISLAND,SC,BEAUFORT,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
TX139394,Nueces Bay Causeway #3,TX,SAN PATRICIO,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,2,0,0,1
TX149569,University Beach,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,1,0,0,1
TX163187,Spanish Grant/Bermuda Beach,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, STORM",4,8,0,0,4
TX164090,Texas City Dike,TX,GALVESTON,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,"UNKNOWN, RUNOFF",8,18,0,0,8
TX199413,Emerald Beach,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, OTHER",14,26,0,0,14
TX214299,45th St.,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, UNKNOWN",6,13,0,0,6
TX226514,Galveston Island State Park Backside,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, STORM",8,20,0,0,8
TX236175,Seadrift,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,2,0,0,1
TX239942,Indian Beach,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, STORM",4,8,0,0,4
TX259473,Cole Park,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"OTHER, RUNOFF, UNKNOWN, STORM",52,93,0,0,52
TX284256,Rollover Pass East,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,2,0,0,1
TX305317,Corpus Christi Marina,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, UNKNOWN, BOAT",10,20,0,0,10
TX314643,Padre Bali Park,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, OTHER, RUNOFF, UNKNOWN",8,10,0,0,8
TX334226,Galveston Island State Park,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, STORM",3,6,0,0,3
TX341767,Rollover Pass West,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,2,6,0,0,2
TX384318,Bryan Beach,TX,BRAZORIA,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,4,11,0,0,4
TX392019,Clara St.,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, UNKNOWN",5,10,0,0,5
TX393353,Dellanera Park,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, STORM",6,15,0,0,6
TX396020,Mustang Island,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,2,0,0,1
TX412536,Sylvan Beach Park,TX,HARRIS,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,11,29,0,0,11
TX426780,West End,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, UNKNOWN",8,17,0,0,8
TX451421,Stewart Beach,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, UNKNOWN",6,12,0,0,6
TX455545,Sargent Beach,TX,MATAGORDA,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,10,24,0,0,10
TX486021,61st St.,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,4,9,0,0,4
TX536781,McGee Beach,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, OTHER",7,16,0,0,7
TX538780,Lighthouse Lake,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,0,0,1
TX607336,JP Luby Park,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"OTHER, STORM",2,4,0,0,2
TX646145,Follets Island,TX,BRAZORIA,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,7,19,0,0,7
TX647885,Surfside,TX,BRAZORIA,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,19,49,0,0,19
TX669225,O'Neil Rd.,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,2,0,0,1
TX682648,Poenisch Park,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,4,7,0,0,4
TX710697,25th St.,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,5,11,0,0,5
TX722300,Port Aransas Park,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"UNKNOWN, RUNOFF",3,7,0,0,3
TX728060,Quintana,TX,BRAZORIA,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,6,15,0,0,6
TX748844,Rockport Beach Park,TX,ARANSAS,ELEVATED BACTERIA,ENTEROCOCCI,"BOAT, WILDLIFE",5,15,0,0,5
TX751320,Pirates Beach,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, STORM",3,6,0,0,3
TX756029,Jetty Park,TX,MATAGORDA,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,6,13,0,0,6
TX767833,Sea Isle,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,2,4,0,0,2
TX784742,Palacios Pavilion,TX,MATAGORDA,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,11,31,0,0,11
TX821303,Ropes Park,TX,NUECES,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, OTHER, UNKNOWN",45,75,0,0,45
TX822495,San Luis Pass,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, RUNOFF",2,4,0,0,2
TX832087,Rettilon Road,TX,GALVESTON,"ELEVATED BACTERIA, RAINFALL",ENTEROCOCCI,"RUNOFF, UNKNOWN",11,22,0,0,11
TX860495,Gulf Shores,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,3,6,0,0,3
TX974690,Jamaica Beach,TX,GALVESTON,ELEVATED BACTERIA,ENTEROCOCCI,"RUNOFF, STORM",3,6,0,0,3
VA153278,GUARD SHORE,VA,ACCOMACK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,5,11,0,0,5
VA197713,CHESAPEAKE BEACH,VA,VIRGINIA BEACH,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,2,0,0,2
VA209936,LESNER BRIDGE EAST,VA,VIRGINIA BEACH,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,5,5,0,0,5
VA323310,15TH STREET,VA,VIRGINIA BEACH,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,3,0,0,3
VA351214,FAIRVIEW BEACH,VA,KING GEORGE,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,8,36,0,0,8
VA482894,YORKTOWN BEACH,VA,YORK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,4,4,0,0,4
VA509547,"OCEAN VIEW PARK, EAST SIDE OF PARKING LOT",VA,NORFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,9,0,0,3
VA523358,ANDERSON'S BEACH,VA,NEWPORT NEWS,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,11,31,0,0,11
VA532597,SEA GATE,VA,VIRGINIA BEACH,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,2,0,0,2
VA536165,NORTH COMMUNITY BEACH,VA,NORFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,7,13,0,0,7
VA591163,FORT STORY WEST,VA,VIRGINIA BEACH,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,7,0,0,1
VA623963,FORT MONROE,VA,HAMPTON,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
VA714367,GLOUCESTER POINT BEACH,VA,GLOUCESTER,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
VA718451,CHICK'S BEACH,VA,VIRGINIA BEACH,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,3,0,0,2
VA722627,KING/LINCOLN PARK,VA,NEWPORT NEWS,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,14,51,0,0,14
VA723069,CROATAN,VA,VIRGINIA BEACH,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
VA742733,"SARAH CONSTANT PARK, EAST END",VA,NORFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,9,0,0,3
VA747813,HUNTINGTON BEACH,VA,NEWPORT NEWS,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,10,10,0,0,10
VA747818,HILTON BEACH,VA,NEWPORT NEWS,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,18,54,0,0,18
VA818754,FESTIVAL  BEACH,VA,MATHEWS,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,4,4,0,0,4
VA821032,"EAST COMMUNITY BEACH, END OF EAST OCEAN VIEW AVE.",VA,NORFOLK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,4,0,0,3
